image_id,raw_image_path,processed_image_path,thumbnail_path,source_root,split,filename,material_type,script_family,is_manuscript,notes
1699,data\raw\manuscripts\hf_sanskrit_ocr\train\3446.png,data\processed\images_1024\hf_sanskrit_ocr\train\3446.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3446.png,hf_sanskrit_ocr,train,3446.png,printed,Devanagari,no, auto: HF OCR typed sample
1700,data\raw\manuscripts\hf_sanskrit_ocr\train\3447.png,data\processed\images_1024\hf_sanskrit_ocr\train\3447.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3447.png,hf_sanskrit_ocr,train,3447.png,printed,Devanagari,no, auto: HF OCR typed sample
1701,data\raw\manuscripts\hf_sanskrit_ocr\train\3448.png,data\processed\images_1024\hf_sanskrit_ocr\train\3448.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3448.png,hf_sanskrit_ocr,train,3448.png,printed,Devanagari,no, auto: HF OCR typed sample
1702,data\raw\manuscripts\hf_sanskrit_ocr\train\3449.png,data\processed\images_1024\hf_sanskrit_ocr\train\3449.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3449.png,hf_sanskrit_ocr,train,3449.png,printed,Devanagari,no, auto: HF OCR typed sample
1703,data\raw\manuscripts\hf_sanskrit_ocr\train\345.png,data\processed\images_1024\hf_sanskrit_ocr\train\345.png,data\processed\thumbnails\hf_sanskrit_ocr\train\345.png,hf_sanskrit_ocr,train,345.png,printed,Devanagari,no, auto: HF OCR typed sample
1704,data\raw\manuscripts\hf_sanskrit_ocr\train\3455.png,data\processed\images_1024\hf_sanskrit_ocr\train\3455.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3455.png,hf_sanskrit_ocr,train,3455.png,printed,Devanagari,no, auto: HF OCR typed sample
1705,data\raw\manuscripts\hf_sanskrit_ocr\train\3456.png,data\processed\images_1024\hf_sanskrit_ocr\train\3456.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3456.png,hf_sanskrit_ocr,train,3456.png,printed,Devanagari,no, auto: HF OCR typed sample
1706,data\raw\manuscripts\hf_sanskrit_ocr\train\3458.png,data\processed\images_1024\hf_sanskrit_ocr\train\3458.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3458.png,hf_sanskrit_ocr,train,3458.png,printed,Devanagari,no, auto: HF OCR typed sample
1707,data\raw\manuscripts\hf_sanskrit_ocr\train\3460.png,data\processed\images_1024\hf_sanskrit_ocr\train\3460.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3460.png,hf_sanskrit_ocr,train,3460.png,printed,Devanagari,no, auto: HF OCR typed sample
1708,data\raw\manuscripts\hf_sanskrit_ocr\train\3462.png,data\processed\images_1024\hf_sanskrit_ocr\train\3462.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3462.png,hf_sanskrit_ocr,train,3462.png,printed,Devanagari,no, auto: HF OCR typed sample
1709,data\raw\manuscripts\hf_sanskrit_ocr\train\3466.png,data\processed\images_1024\hf_sanskrit_ocr\train\3466.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3466.png,hf_sanskrit_ocr,train,3466.png,printed,Devanagari,no, auto: HF OCR typed sample
1710,data\raw\manuscripts\hf_sanskrit_ocr\train\3468.png,data\processed\images_1024\hf_sanskrit_ocr\train\3468.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3468.png,hf_sanskrit_ocr,train,3468.png,printed,Devanagari,no, auto: HF OCR typed sample
1711,data\raw\manuscripts\hf_sanskrit_ocr\train\3469.png,data\processed\images_1024\hf_sanskrit_ocr\train\3469.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3469.png,hf_sanskrit_ocr,train,3469.png,printed,Devanagari,no, auto: HF OCR typed sample
1712,data\raw\manuscripts\hf_sanskrit_ocr\train\3470.png,data\processed\images_1024\hf_sanskrit_ocr\train\3470.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3470.png,hf_sanskrit_ocr,train,3470.png,printed,Devanagari,no, auto: HF OCR typed sample
1713,data\raw\manuscripts\hf_sanskrit_ocr\train\3472.png,data\processed\images_1024\hf_sanskrit_ocr\train\3472.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3472.png,hf_sanskrit_ocr,train,3472.png,printed,Devanagari,no, auto: HF OCR typed sample
1714,data\raw\manuscripts\hf_sanskrit_ocr\train\3473.png,data\processed\images_1024\hf_sanskrit_ocr\train\3473.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3473.png,hf_sanskrit_ocr,train,3473.png,printed,Devanagari,no, auto: HF OCR typed sample
1715,data\raw\manuscripts\hf_sanskrit_ocr\train\3475.png,data\processed\images_1024\hf_sanskrit_ocr\train\3475.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3475.png,hf_sanskrit_ocr,train,3475.png,printed,Devanagari,no, auto: HF OCR typed sample
1716,data\raw\manuscripts\hf_sanskrit_ocr\train\3477.png,data\processed\images_1024\hf_sanskrit_ocr\train\3477.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3477.png,hf_sanskrit_ocr,train,3477.png,printed,Devanagari,no, auto: HF OCR typed sample
1717,data\raw\manuscripts\hf_sanskrit_ocr\train\3478.png,data\processed\images_1024\hf_sanskrit_ocr\train\3478.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3478.png,hf_sanskrit_ocr,train,3478.png,printed,Devanagari,no, auto: HF OCR typed sample
1718,data\raw\manuscripts\hf_sanskrit_ocr\train\348.png,data\processed\images_1024\hf_sanskrit_ocr\train\348.png,data\processed\thumbnails\hf_sanskrit_ocr\train\348.png,hf_sanskrit_ocr,train,348.png,printed,Devanagari,no, auto: HF OCR typed sample
1719,data\raw\manuscripts\hf_sanskrit_ocr\train\3482.png,data\processed\images_1024\hf_sanskrit_ocr\train\3482.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3482.png,hf_sanskrit_ocr,train,3482.png,printed,Devanagari,no, auto: HF OCR typed sample
1720,data\raw\manuscripts\hf_sanskrit_ocr\train\3483.png,data\processed\images_1024\hf_sanskrit_ocr\train\3483.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3483.png,hf_sanskrit_ocr,train,3483.png,printed,Devanagari,no, auto: HF OCR typed sample
1721,data\raw\manuscripts\hf_sanskrit_ocr\train\3484.png,data\processed\images_1024\hf_sanskrit_ocr\train\3484.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3484.png,hf_sanskrit_ocr,train,3484.png,printed,Devanagari,no, auto: HF OCR typed sample
1722,data\raw\manuscripts\hf_sanskrit_ocr\train\3486.png,data\processed\images_1024\hf_sanskrit_ocr\train\3486.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3486.png,hf_sanskrit_ocr,train,3486.png,printed,Devanagari,no, auto: HF OCR typed sample
1723,data\raw\manuscripts\hf_sanskrit_ocr\train\3487.png,data\processed\images_1024\hf_sanskrit_ocr\train\3487.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3487.png,hf_sanskrit_ocr,train,3487.png,printed,Devanagari,no, auto: HF OCR typed sample
1724,data\raw\manuscripts\hf_sanskrit_ocr\train\3488.png,data\processed\images_1024\hf_sanskrit_ocr\train\3488.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3488.png,hf_sanskrit_ocr,train,3488.png,printed,Devanagari,no, auto: HF OCR typed sample
1725,data\raw\manuscripts\hf_sanskrit_ocr\train\3489.png,data\processed\images_1024\hf_sanskrit_ocr\train\3489.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3489.png,hf_sanskrit_ocr,train,3489.png,printed,Devanagari,no, auto: HF OCR typed sample
1726,data\raw\manuscripts\hf_sanskrit_ocr\train\3490.png,data\processed\images_1024\hf_sanskrit_ocr\train\3490.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3490.png,hf_sanskrit_ocr,train,3490.png,printed,Devanagari,no, auto: HF OCR typed sample
1727,data\raw\manuscripts\hf_sanskrit_ocr\train\3491.png,data\processed\images_1024\hf_sanskrit_ocr\train\3491.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3491.png,hf_sanskrit_ocr,train,3491.png,printed,Devanagari,no, auto: HF OCR typed sample
1728,data\raw\manuscripts\hf_sanskrit_ocr\train\3493.png,data\processed\images_1024\hf_sanskrit_ocr\train\3493.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3493.png,hf_sanskrit_ocr,train,3493.png,printed,Devanagari,no, auto: HF OCR typed sample
1729,data\raw\manuscripts\hf_sanskrit_ocr\train\3494.png,data\processed\images_1024\hf_sanskrit_ocr\train\3494.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3494.png,hf_sanskrit_ocr,train,3494.png,printed,Devanagari,no, auto: HF OCR typed sample
1730,data\raw\manuscripts\hf_sanskrit_ocr\train\3497.png,data\processed\images_1024\hf_sanskrit_ocr\train\3497.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3497.png,hf_sanskrit_ocr,train,3497.png,printed,Devanagari,no, auto: HF OCR typed sample
1731,data\raw\manuscripts\hf_sanskrit_ocr\train\3498.png,data\processed\images_1024\hf_sanskrit_ocr\train\3498.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3498.png,hf_sanskrit_ocr,train,3498.png,printed,Devanagari,no, auto: HF OCR typed sample
1732,data\raw\manuscripts\hf_sanskrit_ocr\train\3499.png,data\processed\images_1024\hf_sanskrit_ocr\train\3499.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3499.png,hf_sanskrit_ocr,train,3499.png,printed,Devanagari,no, auto: HF OCR typed sample
1733,data\raw\manuscripts\hf_sanskrit_ocr\train\350.png,data\processed\images_1024\hf_sanskrit_ocr\train\350.png,data\processed\thumbnails\hf_sanskrit_ocr\train\350.png,hf_sanskrit_ocr,train,350.png,printed,Devanagari,no, auto: HF OCR typed sample
1734,data\raw\manuscripts\hf_sanskrit_ocr\train\3501.png,data\processed\images_1024\hf_sanskrit_ocr\train\3501.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3501.png,hf_sanskrit_ocr,train,3501.png,printed,Devanagari,no, auto: HF OCR typed sample
1735,data\raw\manuscripts\hf_sanskrit_ocr\train\3506.png,data\processed\images_1024\hf_sanskrit_ocr\train\3506.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3506.png,hf_sanskrit_ocr,train,3506.png,printed,Devanagari,no, auto: HF OCR typed sample
1736,data\raw\manuscripts\hf_sanskrit_ocr\train\3507.png,data\processed\images_1024\hf_sanskrit_ocr\train\3507.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3507.png,hf_sanskrit_ocr,train,3507.png,printed,Devanagari,no, auto: HF OCR typed sample
1737,data\raw\manuscripts\hf_sanskrit_ocr\train\3508.png,data\processed\images_1024\hf_sanskrit_ocr\train\3508.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3508.png,hf_sanskrit_ocr,train,3508.png,printed,Devanagari,no, auto: HF OCR typed sample
1738,data\raw\manuscripts\hf_sanskrit_ocr\train\3509.png,data\processed\images_1024\hf_sanskrit_ocr\train\3509.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3509.png,hf_sanskrit_ocr,train,3509.png,printed,Devanagari,no, auto: HF OCR typed sample
1739,data\raw\manuscripts\hf_sanskrit_ocr\train\351.png,data\processed\images_1024\hf_sanskrit_ocr\train\351.png,data\processed\thumbnails\hf_sanskrit_ocr\train\351.png,hf_sanskrit_ocr,train,351.png,printed,Devanagari,no, auto: HF OCR typed sample
1740,data\raw\manuscripts\hf_sanskrit_ocr\train\3510.png,data\processed\images_1024\hf_sanskrit_ocr\train\3510.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3510.png,hf_sanskrit_ocr,train,3510.png,printed,Devanagari,no, auto: HF OCR typed sample
1741,data\raw\manuscripts\hf_sanskrit_ocr\train\3512.png,data\processed\images_1024\hf_sanskrit_ocr\train\3512.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3512.png,hf_sanskrit_ocr,train,3512.png,printed,Devanagari,no, auto: HF OCR typed sample
1742,data\raw\manuscripts\hf_sanskrit_ocr\train\3513.png,data\processed\images_1024\hf_sanskrit_ocr\train\3513.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3513.png,hf_sanskrit_ocr,train,3513.png,printed,Devanagari,no, auto: HF OCR typed sample
1743,data\raw\manuscripts\hf_sanskrit_ocr\train\3514.png,data\processed\images_1024\hf_sanskrit_ocr\train\3514.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3514.png,hf_sanskrit_ocr,train,3514.png,printed,Devanagari,no, auto: HF OCR typed sample
1744,data\raw\manuscripts\hf_sanskrit_ocr\train\3517.png,data\processed\images_1024\hf_sanskrit_ocr\train\3517.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3517.png,hf_sanskrit_ocr,train,3517.png,printed,Devanagari,no, auto: HF OCR typed sample
1745,data\raw\manuscripts\hf_sanskrit_ocr\train\3520.png,data\processed\images_1024\hf_sanskrit_ocr\train\3520.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3520.png,hf_sanskrit_ocr,train,3520.png,printed,Devanagari,no, auto: HF OCR typed sample
1746,data\raw\manuscripts\hf_sanskrit_ocr\train\3521.png,data\processed\images_1024\hf_sanskrit_ocr\train\3521.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3521.png,hf_sanskrit_ocr,train,3521.png,printed,Devanagari,no, auto: HF OCR typed sample
1747,data\raw\manuscripts\hf_sanskrit_ocr\train\3522.png,data\processed\images_1024\hf_sanskrit_ocr\train\3522.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3522.png,hf_sanskrit_ocr,train,3522.png,printed,Devanagari,no, auto: HF OCR typed sample
1748,data\raw\manuscripts\hf_sanskrit_ocr\train\3523.png,data\processed\images_1024\hf_sanskrit_ocr\train\3523.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3523.png,hf_sanskrit_ocr,train,3523.png,printed,Devanagari,no, auto: HF OCR typed sample
1749,data\raw\manuscripts\hf_sanskrit_ocr\train\3525.png,data\processed\images_1024\hf_sanskrit_ocr\train\3525.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3525.png,hf_sanskrit_ocr,train,3525.png,printed,Devanagari,no, auto: HF OCR typed sample
1750,data\raw\manuscripts\hf_sanskrit_ocr\train\3527.png,data\processed\images_1024\hf_sanskrit_ocr\train\3527.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3527.png,hf_sanskrit_ocr,train,3527.png,printed,Devanagari,no, auto: HF OCR typed sample
1751,data\raw\manuscripts\hf_sanskrit_ocr\train\3528.png,data\processed\images_1024\hf_sanskrit_ocr\train\3528.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3528.png,hf_sanskrit_ocr,train,3528.png,printed,Devanagari,no, auto: HF OCR typed sample
1752,data\raw\manuscripts\hf_sanskrit_ocr\train\353.png,data\processed\images_1024\hf_sanskrit_ocr\train\353.png,data\processed\thumbnails\hf_sanskrit_ocr\train\353.png,hf_sanskrit_ocr,train,353.png,printed,Devanagari,no, auto: HF OCR typed sample
1753,data\raw\manuscripts\hf_sanskrit_ocr\train\3530.png,data\processed\images_1024\hf_sanskrit_ocr\train\3530.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3530.png,hf_sanskrit_ocr,train,3530.png,printed,Devanagari,no, auto: HF OCR typed sample
1754,data\raw\manuscripts\hf_sanskrit_ocr\train\3532.png,data\processed\images_1024\hf_sanskrit_ocr\train\3532.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3532.png,hf_sanskrit_ocr,train,3532.png,printed,Devanagari,no, auto: HF OCR typed sample
1755,data\raw\manuscripts\hf_sanskrit_ocr\train\3533.png,data\processed\images_1024\hf_sanskrit_ocr\train\3533.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3533.png,hf_sanskrit_ocr,train,3533.png,printed,Devanagari,no, auto: HF OCR typed sample
1756,data\raw\manuscripts\hf_sanskrit_ocr\train\3534.png,data\processed\images_1024\hf_sanskrit_ocr\train\3534.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3534.png,hf_sanskrit_ocr,train,3534.png,printed,Devanagari,no, auto: HF OCR typed sample
1757,data\raw\manuscripts\hf_sanskrit_ocr\train\3538.png,data\processed\images_1024\hf_sanskrit_ocr\train\3538.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3538.png,hf_sanskrit_ocr,train,3538.png,printed,Devanagari,no, auto: HF OCR typed sample
1758,data\raw\manuscripts\hf_sanskrit_ocr\train\3539.png,data\processed\images_1024\hf_sanskrit_ocr\train\3539.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3539.png,hf_sanskrit_ocr,train,3539.png,printed,Devanagari,no, auto: HF OCR typed sample
1759,data\raw\manuscripts\hf_sanskrit_ocr\train\3540.png,data\processed\images_1024\hf_sanskrit_ocr\train\3540.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3540.png,hf_sanskrit_ocr,train,3540.png,printed,Devanagari,no, auto: HF OCR typed sample
1760,data\raw\manuscripts\hf_sanskrit_ocr\train\3541.png,data\processed\images_1024\hf_sanskrit_ocr\train\3541.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3541.png,hf_sanskrit_ocr,train,3541.png,printed,Devanagari,no, auto: HF OCR typed sample
1761,data\raw\manuscripts\hf_sanskrit_ocr\train\3542.png,data\processed\images_1024\hf_sanskrit_ocr\train\3542.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3542.png,hf_sanskrit_ocr,train,3542.png,printed,Devanagari,no, auto: HF OCR typed sample
1762,data\raw\manuscripts\hf_sanskrit_ocr\train\3545.png,data\processed\images_1024\hf_sanskrit_ocr\train\3545.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3545.png,hf_sanskrit_ocr,train,3545.png,printed,Devanagari,no, auto: HF OCR typed sample
1763,data\raw\manuscripts\hf_sanskrit_ocr\train\3546.png,data\processed\images_1024\hf_sanskrit_ocr\train\3546.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3546.png,hf_sanskrit_ocr,train,3546.png,printed,Devanagari,no, auto: HF OCR typed sample
1764,data\raw\manuscripts\hf_sanskrit_ocr\train\3547.png,data\processed\images_1024\hf_sanskrit_ocr\train\3547.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3547.png,hf_sanskrit_ocr,train,3547.png,printed,Devanagari,no, auto: HF OCR typed sample
1765,data\raw\manuscripts\hf_sanskrit_ocr\train\3548.png,data\processed\images_1024\hf_sanskrit_ocr\train\3548.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3548.png,hf_sanskrit_ocr,train,3548.png,printed,Devanagari,no, auto: HF OCR typed sample
1766,data\raw\manuscripts\hf_sanskrit_ocr\train\3550.png,data\processed\images_1024\hf_sanskrit_ocr\train\3550.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3550.png,hf_sanskrit_ocr,train,3550.png,printed,Devanagari,no, auto: HF OCR typed sample
1767,data\raw\manuscripts\hf_sanskrit_ocr\train\3551.png,data\processed\images_1024\hf_sanskrit_ocr\train\3551.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3551.png,hf_sanskrit_ocr,train,3551.png,printed,Devanagari,no, auto: HF OCR typed sample
1768,data\raw\manuscripts\hf_sanskrit_ocr\train\3552.png,data\processed\images_1024\hf_sanskrit_ocr\train\3552.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3552.png,hf_sanskrit_ocr,train,3552.png,printed,Devanagari,no, auto: HF OCR typed sample
1769,data\raw\manuscripts\hf_sanskrit_ocr\train\3553.png,data\processed\images_1024\hf_sanskrit_ocr\train\3553.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3553.png,hf_sanskrit_ocr,train,3553.png,printed,Devanagari,no, auto: HF OCR typed sample
1770,data\raw\manuscripts\hf_sanskrit_ocr\train\3555.png,data\processed\images_1024\hf_sanskrit_ocr\train\3555.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3555.png,hf_sanskrit_ocr,train,3555.png,printed,Devanagari,no, auto: HF OCR typed sample
1771,data\raw\manuscripts\hf_sanskrit_ocr\train\3556.png,data\processed\images_1024\hf_sanskrit_ocr\train\3556.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3556.png,hf_sanskrit_ocr,train,3556.png,printed,Devanagari,no, auto: HF OCR typed sample
1772,data\raw\manuscripts\hf_sanskrit_ocr\train\3557.png,data\processed\images_1024\hf_sanskrit_ocr\train\3557.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3557.png,hf_sanskrit_ocr,train,3557.png,printed,Devanagari,no, auto: HF OCR typed sample
1773,data\raw\manuscripts\hf_sanskrit_ocr\train\3558.png,data\processed\images_1024\hf_sanskrit_ocr\train\3558.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3558.png,hf_sanskrit_ocr,train,3558.png,printed,Devanagari,no, auto: HF OCR typed sample
1774,data\raw\manuscripts\hf_sanskrit_ocr\train\3559.png,data\processed\images_1024\hf_sanskrit_ocr\train\3559.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3559.png,hf_sanskrit_ocr,train,3559.png,printed,Devanagari,no, auto: HF OCR typed sample
1775,data\raw\manuscripts\hf_sanskrit_ocr\train\3561.png,data\processed\images_1024\hf_sanskrit_ocr\train\3561.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3561.png,hf_sanskrit_ocr,train,3561.png,printed,Devanagari,no, auto: HF OCR typed sample
1776,data\raw\manuscripts\hf_sanskrit_ocr\train\3562.png,data\processed\images_1024\hf_sanskrit_ocr\train\3562.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3562.png,hf_sanskrit_ocr,train,3562.png,printed,Devanagari,no, auto: HF OCR typed sample
1777,data\raw\manuscripts\hf_sanskrit_ocr\train\3563.png,data\processed\images_1024\hf_sanskrit_ocr\train\3563.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3563.png,hf_sanskrit_ocr,train,3563.png,printed,Devanagari,no, auto: HF OCR typed sample
1778,data\raw\manuscripts\hf_sanskrit_ocr\train\3564.png,data\processed\images_1024\hf_sanskrit_ocr\train\3564.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3564.png,hf_sanskrit_ocr,train,3564.png,printed,Devanagari,no, auto: HF OCR typed sample
1779,data\raw\manuscripts\hf_sanskrit_ocr\train\3565.png,data\processed\images_1024\hf_sanskrit_ocr\train\3565.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3565.png,hf_sanskrit_ocr,train,3565.png,printed,Devanagari,no, auto: HF OCR typed sample
1780,data\raw\manuscripts\hf_sanskrit_ocr\train\3566.png,data\processed\images_1024\hf_sanskrit_ocr\train\3566.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3566.png,hf_sanskrit_ocr,train,3566.png,printed,Devanagari,no, auto: HF OCR typed sample
1781,data\raw\manuscripts\hf_sanskrit_ocr\train\3567.png,data\processed\images_1024\hf_sanskrit_ocr\train\3567.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3567.png,hf_sanskrit_ocr,train,3567.png,printed,Devanagari,no, auto: HF OCR typed sample
1782,data\raw\manuscripts\hf_sanskrit_ocr\train\3569.png,data\processed\images_1024\hf_sanskrit_ocr\train\3569.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3569.png,hf_sanskrit_ocr,train,3569.png,printed,Devanagari,no, auto: HF OCR typed sample
1783,data\raw\manuscripts\hf_sanskrit_ocr\train\3570.png,data\processed\images_1024\hf_sanskrit_ocr\train\3570.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3570.png,hf_sanskrit_ocr,train,3570.png,printed,Devanagari,no, auto: HF OCR typed sample
1784,data\raw\manuscripts\hf_sanskrit_ocr\train\3571.png,data\processed\images_1024\hf_sanskrit_ocr\train\3571.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3571.png,hf_sanskrit_ocr,train,3571.png,printed,Devanagari,no, auto: HF OCR typed sample
1785,data\raw\manuscripts\hf_sanskrit_ocr\train\3572.png,data\processed\images_1024\hf_sanskrit_ocr\train\3572.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3572.png,hf_sanskrit_ocr,train,3572.png,printed,Devanagari,no, auto: HF OCR typed sample
1786,data\raw\manuscripts\hf_sanskrit_ocr\train\3573.png,data\processed\images_1024\hf_sanskrit_ocr\train\3573.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3573.png,hf_sanskrit_ocr,train,3573.png,printed,Devanagari,no, auto: HF OCR typed sample
1787,data\raw\manuscripts\hf_sanskrit_ocr\train\3574.png,data\processed\images_1024\hf_sanskrit_ocr\train\3574.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3574.png,hf_sanskrit_ocr,train,3574.png,printed,Devanagari,no, auto: HF OCR typed sample
1788,data\raw\manuscripts\hf_sanskrit_ocr\train\3575.png,data\processed\images_1024\hf_sanskrit_ocr\train\3575.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3575.png,hf_sanskrit_ocr,train,3575.png,printed,Devanagari,no, auto: HF OCR typed sample
1789,data\raw\manuscripts\hf_sanskrit_ocr\train\3579.png,data\processed\images_1024\hf_sanskrit_ocr\train\3579.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3579.png,hf_sanskrit_ocr,train,3579.png,printed,Devanagari,no, auto: HF OCR typed sample
1790,data\raw\manuscripts\hf_sanskrit_ocr\train\358.png,data\processed\images_1024\hf_sanskrit_ocr\train\358.png,data\processed\thumbnails\hf_sanskrit_ocr\train\358.png,hf_sanskrit_ocr,train,358.png,printed,Devanagari,no, auto: HF OCR typed sample
1791,data\raw\manuscripts\hf_sanskrit_ocr\train\3582.png,data\processed\images_1024\hf_sanskrit_ocr\train\3582.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3582.png,hf_sanskrit_ocr,train,3582.png,printed,Devanagari,no, auto: HF OCR typed sample
1792,data\raw\manuscripts\hf_sanskrit_ocr\train\3584.png,data\processed\images_1024\hf_sanskrit_ocr\train\3584.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3584.png,hf_sanskrit_ocr,train,3584.png,printed,Devanagari,no, auto: HF OCR typed sample
1793,data\raw\manuscripts\hf_sanskrit_ocr\train\3585.png,data\processed\images_1024\hf_sanskrit_ocr\train\3585.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3585.png,hf_sanskrit_ocr,train,3585.png,printed,Devanagari,no, auto: HF OCR typed sample
1794,data\raw\manuscripts\hf_sanskrit_ocr\train\3586.png,data\processed\images_1024\hf_sanskrit_ocr\train\3586.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3586.png,hf_sanskrit_ocr,train,3586.png,printed,Devanagari,no, auto: HF OCR typed sample
1795,data\raw\manuscripts\hf_sanskrit_ocr\train\3587.png,data\processed\images_1024\hf_sanskrit_ocr\train\3587.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3587.png,hf_sanskrit_ocr,train,3587.png,printed,Devanagari,no, auto: HF OCR typed sample
1796,data\raw\manuscripts\hf_sanskrit_ocr\train\3588.png,data\processed\images_1024\hf_sanskrit_ocr\train\3588.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3588.png,hf_sanskrit_ocr,train,3588.png,printed,Devanagari,no, auto: HF OCR typed sample
1797,data\raw\manuscripts\hf_sanskrit_ocr\train\3589.png,data\processed\images_1024\hf_sanskrit_ocr\train\3589.png,data\processed\thumbnails\hf_sanskrit_ocr\train\3589.png,hf_sanskrit_ocr,train,3589.png,printed,Devanagari,no, auto: HF OCR typed sample
1798,data\raw\manuscripts\hf_sanskrit_ocr\train\359.png,data\processed\images_1024\hf_sanskrit_ocr\train\359.png,data\processed\thumbnails\hf_sanskrit_ocr\train\359.png,hf_sanskrit_ocr,train,359.png,printed,Devanagari,no, auto: HF OCR typed sample
